,D1,D2,D3,D4,D5,S1
24/03/2016 03:00,0,0.381142157,0.38246202,0.38246202,0.38246202,1
24/03/2016 04:00,0,0.399621507,0.066834227,0.200502681,0.224082094,1
24/03/2016 05:00,0,0.402404542,0.067299672,0.201899017,0.225642642,1
24/03/2016 06:00,0,0.383947456,0.064212839,0.192638517,0.215293093,1
24/03/2016 07:00,0,0.342068351,0.057208817,0.171626452,0.191809978,1
24/03/2016 08:00,-0.003942707,0.285997002,0.046544765,0.135839363,0.158291438,1
24/03/2016 09:00,-0.093249592,0.071145671,-0.018527748,-0.145337749,-0.009237244,1
24/03/2016 10:00,-0.201400872,-0.154976346,-0.091633954,-0.468754028,-0.193014502,1
24/03/2016 11:00,-0.250615315,-0.250080227,0.102124694,-0.476581611,-0.152766418,1
24/03/2016 12:00,-0.233262189,-0.205724388,0.122186768,-0.416448708,-0.115055153,1
24/03/2016 13:00,-0.223451129,-0.166998976,0.147224302,-0.368756045,-0.080039171,1
24/03/2016 14:00,-0.222047148,-0.139149808,0.173191959,-0.339546398,-0.052643579,1
24/03/2016 15:00,-0.109075492,0.120440759,-0.015447285,-0.151329088,0.010065957,1
24/03/2016 16:00,0,0.369141712,0.06173667,0.185210009,0.206990981,1
24/03/2016 17:00,0,0.381876878,0.063866548,0.191599643,0.214132045,1
24/03/2016 18:00,0,0.390871646,0.065370867,0.196112601,0.219175734,1
24/03/2016 19:00,0,0.398063008,0.066573578,0.199720733,0.223208188,1
24/03/2016 20:00,0,0.405321162,0.067787459,0.203362377,0.227278095,1
24/03/2016 21:00,0,0.416854058,0.069716265,0.209148794,0.233745003,1
24/03/2016 22:00,0,0.426672604,0.071358356,0.214075067,0.239250613,1
24/03/2016 23:00,0,0.437337192,0.438851653,0.438851653,0.438851653,1
25/03/2016 00:00,0,0.447378381,0.448927614,0.448927614,0.448927614,1
25/03/2016 01:00,0,0.457775799,0.459361037,0.459361037,0.459361037,1
25/03/2016 02:00,0,0.462139597,0.463739946,0.463739946,0.463739946,1
25/03/2016 03:00,0,0.463787153,0.465393208,0.465393208,0.465393208,1
25/03/2016 04:00,0,0.460113548,0.076951147,0.230853441,0.258002149,1
25/03/2016 05:00,0,0.43971947,0.073540363,0.22062109,0.246566459,1
25/03/2016 06:00,0.406326809,0.397506401,0.066480489,0.199441466,0.222896079,1
25/03/2016 07:00,0.347064178,0.339530224,0.056784331,0.170352994,0.190386759,1
25/03/2016 08:00,0.298065544,0.291595235,0.048767501,0.146302502,0.163507894,1
25/03/2016 09:00,0.195378318,0.107850693,-0.006743139,-0.093329094,0.020461347,1
25/03/2016 10:00,0.115412187,-0.055378963,-0.059332462,-0.325700211,-0.111904761,1
25/03/2016 11:00,0.089440501,-0.116032303,0.145033218,-0.28352881,-0.043726868,1
25/03/2016 12:00,0.083686663,-0.134360406,0.142955688,-0.312346121,-0.05758193,1
25/03/2016 13:00,0.066886798,-0.168744957,0.131510806,-0.361585782,-0.085673518,1
25/03/2016 14:00,0.127520601,-0.060403841,0.177248802,-0.212622247,0.005530152,1
25/03/2016 15:00,0.246279654,0.146156582,-0.003755524,-0.094451346,0.036420299,1
25/03/2016 16:00,0.379403732,0.371167761,0.062075514,0.186226542,0.20812706,1
25/03/2016 17:00,0.394037324,0.385483691,0.064469765,0.193409294,0.216154515,1
25/03/2016 18:00,0.404802003,0.396014694,0.06623101,0.198693029,0.222059625,1
25/03/2016 19:00,0.414132908,0.405143048,0.067757671,0.203273012,0.22717822,1
25/03/2016 20:00,0,0.413514416,0.06915773,0.20747319,0.231872346,1
25/03/2016 21:00,0,0.423088055,0.070758862,0.212276586,0.237240629,1
25/03/2016 22:00,0,0.430991873,0.072080727,0.216242181,0.241672583,1
25/03/2016 23:00,0,0.435756429,0.437265416,0.437265416,0.437265416,1
26/03/2016 00:00,0,0.443994211,0.445531725,0.445531725,0.445531725,1
26/03/2016 01:00,0,0.451408215,0.452971403,0.452971403,0.452971403,1
26/03/2016 02:00,0,0.45143048,0.452993744,0.452993744,0.452993744,1
26/03/2016 03:00,0,0.451163308,0.452725648,0.452725648,0.452725648,1
26/03/2016 04:00,0,0.442346655,0.073979744,0.221939231,0.248039615,1
26/03/2016 05:00,0,0.411421574,0.068807715,0.206423146,0.230698815,1
26/03/2016 06:00,0.363632226,0.355738617,0.059495085,0.178485255,0.199475386,1
26/03/2016 07:00,0.306759217,0.300100189,0.050189902,0.150569705,0.168276926,1
26/03/2016 08:00,0.277833409,0.271802293,0.045457254,0.13637176,0.152409282,1
26/03/2016 09:00,0.168856753,0.066996061,-0.018011688,-0.140220038,-0.009610135,1
26/03/2016 10:00,0.065679079,-0.130419785,-0.079733684,-0.410063753,-0.166660441,1
26/03/2016 11:00,0.005932396,-0.240414284,0.075058097,-0.443386312,-0.153290671,1
26/03/2016 12:00,-0.054017662,-0.357644279,0.032678887,-0.609116238,-0.249999687,1
26/03/2016 13:00,-0.005399372,-0.262629239,0.067063355,-0.474815002,-0.171606892,1
26/03/2016 14:00,0.068186493,-0.128336783,0.121781785,-0.288907313,-0.059106171,1
26/03/2016 15:00,0.189628783,0.079398613,-0.018293477,-0.148015454,-0.006460003,1
26/03/2016 16:00,0.374315553,0.361783104,0.059194778,0.173716415,0.200747466,1
26/03/2016 17:00,0.415930815,0.406901926,0.068051832,0.204155496,0.228164486,1
26/03/2016 18:00,0.437073282,0.427585439,0.071511022,0.214533065,0.239762473,1
26/03/2016 19:00,0.453641329,0.443793833,0.074221775,0.222665326,0.2488511,1
26/03/2016 20:00,0,0.455393521,0.076161752,0.228485255,0.25535546,1
26/03/2016 21:00,0,0.472002672,0.078939529,0.236818588,0.264668806,1
26/03/2016 22:00,0,0.483023489,0.080782693,0.242348079,0.270848573,1
26/03/2016 23:00,0,0.493955249,0.495665773,0.495665773,0.495665773,1
27/03/2016 00:00,0,0.499743961,0.501474531,0.501474531,0.501474531,1
27/03/2016 01:00,0,0.477880441,0.479535299,0.479535299,0.479535299,1
27/03/2016 02:00,0,0.458065234,0.459651475,0.459651475,0.459651475,1
27/03/2016 03:00,0,0.459022598,0.460612154,0.460612154,0.460612154,1
27/03/2016 04:00,0,0.457152399,0.076455913,0.229367739,0.256341726,1
27/03/2016 05:00,0,0.437270399,0.073130772,0.219392315,0.245193177,1
27/03/2016 06:00,0.413359126,0.404386063,0.067631069,0.202893208,0.226753751,1
27/03/2016 07:00,0.361788803,0.353935211,0.059193476,0.177580429,0.198464151,1
27/03/2016 08:00,0.31599909,0.309139486,0.051701668,0.155105004,0.173345584,1
27/03/2016 09:00,0.268072066,0.247729511,0.03711005,0.098583162,0.131933172,1
27/03/2016 10:00,0.172659231,0.07660808,-0.014651045,-0.124966686,-0.001389521,1
27/03/2016 11:00,0.133859262,0.008704119,0.165782454,-0.09162979,0.052405267,1
27/03/2016 12:00,0.117154106,-0.02578341,0.154485556,-0.141133395,0.02428023,1
27/03/2016 13:00,0.139106412,0.003568682,0.173820943,-0.105213374,0.050920317,1
27/03/2016 14:00,0.206183293,0.118540182,0.225791982,0.050672105,0.148660457,1
27/03/2016 15:00,0.309145201,0.294693441,0.046982468,0.134153258,0.161526087,1
27/03/2016 16:00,0.364588075,0.356673717,0.059651475,0.178954424,0.19999973,1
27/03/2016 17:00,0.399522076,0.390849382,0.065367143,0.19610143,0.21916325,1
27/03/2016 18:00,0.433796085,0.424379383,0.070974829,0.212924486,0.237964722,1
27/03/2016 19:00,0.451160674,0.441367027,0.073815907,0.221447721,0.247490303,1
27/03/2016 20:00,0,0.45481465,0.076064939,0.228194817,0.255030867,1
27/03/2016 21:00,0,0.46866303,0.078380995,0.235142985,0.26279615,1
27/03/2016 22:00,0,0.487810308,0.081583259,0.244749777,0.273532714,1
27/03/2016 23:00,0,0.500122453,0.501854334,0.501854334,0.501854334,1
28/03/2016 00:00,0,0.503528888,0.505272565,0.505272565,0.505272565,1
28/03/2016 01:00,0,0.508983636,0.510746202,0.510746202,0.510746202,1
28/03/2016 02:00,0,0.511343649,0.513114388,0.513114388,0.513114388,1
28/03/2016 03:00,0,0.512523656,0.514298481,0.514298481,0.514298481,1
28/03/2016 04:00,0,0.489836357,0.081922103,0.245766309,0.274668793,1
28/03/2016 05:00,0,0.424268062,0.070956211,0.212868633,0.237902301,1
28/03/2016 06:00,0.384569868,0.376221752,0.062920763,0.188762288,0.210961014,1
28/03/2016 07:00,0.353277196,0.345608371,0.057800864,0.173402592,0.193794994,1
28/03/2016 08:00,0.327992717,0.32087276,0.053663986,0.160991957,0.179924851,1
28/03/2016 09:00,0.297533366,0.28108187,0.04403603,0.12333756,0.152811728,1
28/03/2016 10:00,0.220893634,0.139554331,0.000565129,-0.065486725,0.041477958,1
28/03/2016 11:00,0.138652732,-0.020533605,0.180028131,-0.148822198,0.03518605,1
28/03/2016 12:00,0.126875175,-0.047517062,0.172813998,-0.188592701,0.013632468,1
28/03/2016 13:00,0.149366119,-0.014276998,0.191733064,-0.146011915,0.042973335,1
28/03/2016 14:00,0.205615782,0.077679575,0.236568409,-0.023419861,0.122056612,1
28/03/2016 15:00,0.290554197,0.209995988,0.013028383,-0.026084191,0.0820789,1
28/03/2016 16:00,0.448202094,0.438472671,0.073331844,0.219995532,0.245867333,1
28/03/2016 17:00,0.499157943,0.488322387,0.081668901,0.245006702,0.273819855,1
28/03/2016 18:00,0.525056896,0.513659134,0.085906315,0.257718945,0.288027077,1
28/03/2016 19:00,0.543991807,0.532183012,0.089004319,0.267012958,0.298414079,1
28/03/2016 20:00,0,0.538350217,0.090035746,0.270107239,0.301872252,1
28/03/2016 21:00,0,0.539908716,0.090296396,0.270889187,0.302746158,1
28/03/2016 22:00,0,0.536235111,0.089682008,0.269046023,0.300686236,1
28/03/2016 23:00,0,0.534275854,0.536126005,0.536126005,0.536126006,1
29/03/2016 00:00,0,0.530602249,0.532439678,0.532439678,0.532439678,1
29/03/2016 01:00,0,0.525815429,0.527636282,0.527636282,0.527636282,1
29/03/2016 02:00,0,0.523210509,0.525022341,0.525022341,0.525022341,1
29/03/2016 03:00,0,0.521852388,0.523659517,0.523659518,0.523659518,1
29/03/2016 04:00,0,0.508026272,0.084964254,0.254892761,0.284868529,1
29/03/2016 05:00,0,0.432995658,0.072415847,0.217247542,0.242796177,1
29/03/2016 06:00,0.359968138,0.352154069,0.058895591,0.176686774,0.197465401,1
29/03/2016 07:00,0.296540737,0.290103529,0.048518022,0.145554066,0.162671441,1
29/03/2016 08:00,0.248748293,0.243348547,0.04069854,0.122095621,0.136454248,1
29/03/2016 09:00,0.117208214,0.008695884,-0.030074703,-0.183231202,-0.046035527,1
29/03/2016 10:00,0.036408642,-0.133077227,-0.072448917,-0.365409167,-0.1556698,1
29/03/2016 11:00,-0.011939513,-0.217448764,0.046139552,-0.387133137,-0.144695344,1
29/03/2016 12:00,-0.046338086,-0.282234934,0.021125862,-0.47770424,-0.198583787,1
29/03/2016 13:00,-0.016992918,-0.223965983,0.041621183,-0.394964742,-0.150673027,1
29/03/2016 14:00,0.061674772,-0.078055843,0.099459493,-0.191942775,-0.028888595,1
29/03/2016 15:00,0.202324984,0.163470112,0.017085507,0.021008799,0.075106094,1
29/03/2016 16:00,0.311879836,0.305109652,0.051027703,0.15308311,0.171085911,1
29/03/2016 17:00,0.349977242,0.342380051,0.057260947,0.171782842,0.19198476,1
29/03/2016 18:00,0.377765134,0.369564733,0.061807417,0.185422252,0.207228185,1
29/03/2016 19:00,0.409262631,0.400378493,0.066960828,0.200882484,0.224506563,1
29/03/2016 20:00,0,0.431392631,0.072147751,0.216443253,0.241897301,1
29/03/2016 21:00,0,0.44804631,0.074932976,0.224798928,0.251235616,1
29/03/2016 22:00,0,0.463208282,0.077468722,0.232406166,0.259737477,1
29/03/2016 23:00,0,0.474251364,0.475893655,0.475893655,0.475893655,1
30/03/2016 00:00,0,0.485227652,0.486907954,0.486907954,0.486907953,1
30/03/2016 01:00,0,0.496448848,0.498168007,0.498168007,0.498168007,1
30/03/2016 02:00,0,0.502771902,0.504512958,0.504512958,0.504512958,1
30/03/2016 03:00,0,0.502126238,0.503865058,0.503865058,0.503865058,1
30/03/2016 04:00,0,0.482600468,0.080711945,0.242135836,0.27061137,1
30/03/2016 05:00,0,0.388489369,0.064972446,0.194917337,0.217839906,1
30/03/2016 06:00,0.307760583,0.301079817,0.050353738,0.151061215,0.168826239,1
30/03/2016 07:00,0.243559399,0.238272292,0.039849568,0.119548704,0.13360781,1
30/03/2016 08:00,0.206736459,0.202248692,0.033824844,0.101474531,0.113408087,1
30/03/2016 09:00,0.126871386,0.070051728,-0.004370603,-0.060564637,0.013305071,1
30/03/2016 10:00,-0.014898017,-0.200526393,-0.088863687,-0.429799123,-0.201781614,1
30/03/2016 11:00,-0.067098997,-0.297459614,-0.000684727,-0.488806509,-0.215677898,1
30/03/2016 12:00,-0.045991527,-0.255384926,0.014011412,-0.428996327,-0.181111285,1
30/03/2016 13:00,-0.002939275,-0.187892147,0.04913969,-0.340437432,-0.1224495,1
30/03/2016 14:00,0.103496659,-0.004255948,0.13126798,-0.090888743,0.033419082,1
30/03/2016 15:00,0.217676865,0.178427884,0.019568996,0.028405851,0.083464215,1
30/03/2016 16:00,0.33293127,0.325704108,0.054471999,0.163415996,0.182633961,1
30/03/2016 17:00,0.3572599,0.34950462,0.058452487,0.175357462,0.19597976,1
30/03/2016 18:00,0.363199818,0.355315596,0.059424337,0.178273012,0.199238183,1
30/03/2016 19:00,0.369913518,0.361883558,0.060522788,0.181568365,0.202921074,1
30/03/2016 20:00,0,0.373037961,0.062388293,0.187164879,0.209175748,1
30/03/2016 21:00,0,0.383301792,0.064104856,0.192314567,0.214931046,1
30/03/2016 22:00,0,0.404252477,0.067608728,0.202826184,0.226678845,1
30/03/2016 23:00,0,0.42139597,0.422855228,0.422855228,0.422855228,1
31/03/2016 00:00,0,0.434977179,0.072747245,0.218241734,0.243907286,1
31/03/2016 01:00,0,0.449471223,0.075171284,0.225513852,0.252034616,1
31/03/2016 02:00,0,0.459401091,0.076831993,0.230495979,0.257602648,1
31/03/2016 03:00,0,0.469731715,0.078559726,0.235679178,0.2633954,1
31/03/2016 04:00,0,0.440454191,0.073663241,0.220989723,0.246978443,1
31/03/2016 05:00,0,0.355271068,0.05941689,0.17825067,0.199213214,1
31/03/2016 06:00,0,0.279260826,0.046704647,0.140113941,0.156591549,1
31/03/2016 07:00,0,0.227028832,0.037969169,0.113907507,0.127303199,1
31/03/2016 08:00,0,0.200601135,0.0335493,0.1006479,0.112484243,1
31/03/2016 09:00,-0.085862027,0.00451964,-0.027260051,-0.164423984,-0.0427045,1
31/03/2016 10:00,-0.150721485,-0.13852042,-0.072345618,-0.362109147,-0.157085215,1
31/03/2016 11:00,-0.210277344,-0.263765213,-0.112724525,-0.540569512,-0.258693136,1
31/03/2016 12:00,-0.232514692,-0.308013963,-0.127380682,-0.605941853,-0.295221367,1
31/03/2016 13:00,-0.23202048,-0.302825083,-0.126351617,-0.602378973,-0.292051387,1
31/03/2016 14:00,-0.197061183,-0.213766465,-0.10005024,-0.489825854,-0.223693741,1
31/03/2016 15:00,-0.12655603,-0.024680398,-0.045421628,-0.258077468,-0.080518787,1
31/03/2016 16:00,-0.012902042,0.299133492,0.045818418,0.125036795,0.160937061,1
31/03/2016 17:00,0,0.361193365,0.060407358,0.181222073,0.202534059,1
31/03/2016 18:00,0,0.399910943,0.066882633,0.2006479,0.224244391,1
31/03/2016 19:00,0,0.429544695,0.071838695,0.215516086,0.240861098,1
31/03/2016 20:00,0,0.446465546,0.074668603,0.224005809,0.250349225,1
31/03/2016 21:00,0,0.460002226,0.076932529,0.230797587,0.257939727,1
31/03/2016 22:00,0,0.46803963,0.078276735,0.234830206,0.262446587,1
31/03/2016 23:00,0,0.477346098,0.079833184,0.239499553,0.267665057,1
01/04/2016 00:00,0,0.488789936,0.081747096,0.245241287,0.274082027,1
01/04/2016 01:00,0,0.498474897,0.083366845,0.250100536,0.279512731,1
01/04/2016 02:00,0,0.508449293,0.085035001,0.255105004,0.285105732,1
01/04/2016 03:00,0,0.516286318,0.086345696,0.259037087,0.289500233,1
01/04/2016 04:00,0,0.5083825,0.085023831,0.255071492,0.285068279,1
01/04/2016 05:00,0,0.480552154,0.080369377,0.241108132,0.269462807,1
01/04/2016 06:00,0.075500683,0.443170433,0.074117516,0.222352547,0.248501537,1
01/04/2016 07:00,0.068540434,0.402315485,0.067284778,0.201854334,0.225592704,1
01/04/2016 08:00,0.062433622,0.366469999,0.061289842,0.183869526,0.205492856,1
01/04/2016 09:00,-0.045994565,0.124905977,-0.013063539,-0.13934899,0.01521306,1
01/04/2016 10:00,-0.125062294,-0.052685279,-0.067400222,-0.375031398,-0.124149208,1
01/04/2016 11:00,-0.162136759,-0.139918699,-0.093200358,-0.48550265,-0.191166928,1
01/04/2016 12:00,-0.16213732,-0.139013048,-0.093127048,-0.485513265,-0.190785296,1
01/04/2016 13:00,-0.142630099,-0.085380649,-0.078923545,-0.427463593,-0.152260368,1
01/04/2016 14:00,-0.089192849,0.043606106,-0.041472205,-0.268268017,-0.054292038,1
01/04/2016 15:00,-0.006101447,0.233202306,0.015870756,-0.020621236,0.093414205,1
01/04/2016 16:00,0.069272493,0.40661249,0.068003426,0.204010277,0.228002189,1
01/04/2016 17:00,0.072379002,0.424846933,0.071053024,0.213159071,0.238226894,1
01/04/2016 18:00,0.075375512,0.442435712,0.073994638,0.221983914,0.248089553,1
01/04/2016 19:00,0.077393415,0.454280307,0.075975573,0.22792672,0.254731242,1
01/04/2016 20:00,0,0.460469776,0.077010724,0.231032172,0.258201899,1
01/04/2016 21:00,0,0.465813203,0.077904379,0.233713137,0.261198149,1
01/04/2016 22:00,0,0.472603807,0.079040066,0.237120197,0.265005884,1
01/04/2016 23:00,0,0.480752533,0.080402889,0.241208668,0.269575167,1
02/04/2016 00:00,0,0.48792163,0.081601877,0.24480563,0.273595136,1
02/04/2016 01:00,0,0.495469219,0.082864164,0.248592493,0.27782734,1
02/04/2016 02:00,0,0.501948124,0.083947721,0.251843164,0.281460294,1
02/04/2016 03:00,0,0.506111544,0.084644027,0.253932082,0.283794873,1
02/04/2016 04:00,0,0.500946232,0.083780161,0.251340483,0.280898497,1
02/04/2016 05:00,0,0.469330958,0.078492702,0.235478105,0.263170681,1
02/04/2016 06:00,0.06994007,0.410531003,0.068658773,0.205976318,0.230199439,1
02/04/2016 07:00,0.056842664,0.333652455,0.055801311,0.167403932,0.187090883,1
02/04/2016 08:00,0.044625247,0.261939218,0.043807715,0.131423146,0.146878703,1
02/04/2016 09:00,0.01888509,0.17661857,0.023883442,0.054968946,0.089905054,1
02/04/2016 10:00,-0.037529486,0.047240389,-0.015102363,-0.113163413,-0.010654837,1
02/04/2016 11:00,-0.098569331,-0.083415278,-0.056526352,-0.295172447,-0.115523133,1
02/04/2016 12:00,-0.135468144,-0.159978187,-0.081370745,-0.405221432,-0.177895876,1
02/04/2016 13:00,-0.088493387,-0.058262071,-0.049397055,-0.265163278,-0.096699584,1
02/04/2016 14:00,-0.052528153,0.028368241,-0.024205757,-0.158017001,-0.030840299,1
02/04/2016 15:00,0.023274789,0.205979181,0.028484786,0.067861352,0.105869582,1
02/04/2016 16:00,0.056417843,0.331158856,0.055384272,0.166152815,0.185692633,1
02/04/2016 17:00,0.062012593,0.363998664,0.060876527,0.18262958,0.20410709,1
02/04/2016 18:00,0.064580489,0.37907158,0.063397379,0.190192136,0.212559014,1
02/04/2016 19:00,0.068293886,0.400868307,0.067042747,0.20112824,0.22478122,1
02/04/2016 20:00,0,0.410197039,0.068602919,0.205808758,0.230012174,1
02/04/2016 21:00,0,0.417321608,0.069794459,0.209383378,0.234007175,1
02/04/2016 22:00,0,0.421351442,0.070468424,0.211405273,0.236266847,1
02/04/2016 23:00,0,0.426093733,0.071261543,0.213784629,0.238926019,1
03/04/2016 00:00,0,0.429856395,0.071890825,0.215672475,0.241035879,1
03/04/2016 01:00,0,0.429388846,0.07181263,0.215437891,0.240773707,1
03/04/2016 02:00,0,0.427206947,0.071447721,0.214343164,0.239550238,1
03/04/2016 03:00,0,0.425804297,0.071213137,0.21363941,0.238763723,1
03/04/2016 04:00,0,0.40109095,0.067079982,0.201239946,0.224906063,1
03/04/2016 05:00,0,0.333207169,0.055726839,0.167180518,0.186841196,1
03/04/2016 06:00,0.044154908,0.259178448,0.043345993,0.13003798,0.14533064,1
03/04/2016 07:00,0.032453345,0.190493154,0.031858803,0.095576408,0.106816335,1
03/04/2016 08:00,0.025018965,0.146855171,0.02456062,0.073681859,0.082346955,1
03/04/2016 09:00,-0.084628899,-0.097585067,-0.050642057,-0.253170885,-0.110140297,1
03/04/2016 10:00,-0.194290997,-0.335908635,-0.125354873,-0.580126672,-0.30005856,1
03/04/2016 11:00,-0.233762131,-0.423264255,-0.152374538,-0.697793698,-0.36908104,1
03/04/2016 12:00,-0.277493145,-0.513600558,-0.181786379,-0.828223378,-0.442832714,1
03/04/2016 13:00,-0.278911852,-0.512326876,-0.1823989,-0.832496185,-0.443451554,1
03/04/2016 14:00,-0.235257511,-0.408489841,-0.151928679,-0.702429853,-0.364066487,1
03/04/2016 15:00,-0.157758746,-0.216910184,-0.097247147,-0.471596812,-0.220081247,1
03/04/2016 16:00,0.003193861,0.179138146,0.016168816,0.007824757,0.07818022,1
03/04/2016 17:00,0.05309513,0.311655349,0.052122431,0.156367292,0.174756318,1
03/04/2016 18:00,0.055207859,0.324056551,0.054196455,0.162589366,0.181710117,1
03/04/2016 19:00,0.058629191,0.344138929,0.057555109,0.172665326,0.192971025,1
03/04/2016 20:00,0,0.359857509,0.060183944,0.180551832,0.201784996,1
03/04/2016 21:00,0,0.349215184,0.058404081,0.175212243,0.195817463,1
03/04/2016 22:00,0,0.345074029,0.057711498,0.173134495,0.193495369,1
03/04/2016 23:00,0,0.350551041,0.058627495,0.175882484,0.196566526,1
04/04/2016 00:00,0,0.359701659,0.060157879,0.180473637,0.201697605,1
04/04/2016 01:00,0,0.368896805,0.06169571,0.185087131,0.206853653,1
04/04/2016 02:00,0,0.379494601,0.063468126,0.190404379,0.212796217,1
04/04/2016 03:00,0,0.392274296,0.065605451,0.196816354,0.21996225,1
04/04/2016 04:00,0,0.402671713,0.067344355,0.202033065,0.225792454,1
04/04/2016 05:00,0,0.407614383,0.068170986,0.204512958,0.228563986,1
04/04/2016 06:00,0.069519041,0.408059668,0.068245457,0.204736372,0.228813674,1
04/04/2016 07:00,0.067944925,0.398819993,0.066700179,0.200100536,0.223632657,1
04/04/2016 08:00,0.052206525,0.360521306,0.055644828,0.153217122,0.194648395,1
04/04/2016 09:00,-0.064907105,0.120655153,-0.02295413,-0.196099739,-0.001993427,1
04/04/2016 10:00,-0.142746866,-0.029760153,-0.074462723,-0.428362598,-0.128889569,1
04/04/2016 11:00,-0.19162433,-0.122268237,-0.106648459,-0.57422519,-0.207751688,1
04/04/2016 12:00,-0.149702563,-0.027754973,-0.077810324,-0.449269701,-0.133712257,1
04/04/2016 13:00,-0.06542971,0.154706323,-0.02045087,-0.198004785,0.011946656,1
04/04/2016 14:00,0.010416429,0.319452373,0.031216066,0.028130122,0.143264119,1
04/04/2016 15:00,0.061291843,0.431104547,0.065965828,0.179803636,0.23183128,1
04/04/2016 16:00,0.082013352,0.481398196,0.080510873,0.241532618,0.269937214,1
04/04/2016 17:00,0.08396298,0.492842035,0.082424784,0.247274352,0.276354184,1
04/04/2016 18:00,0.085677439,0.502905488,0.084107834,0.252323503,0.281997122,1
04/04/2016 19:00,0.087323623,0.512568184,0.085723861,0.257171582,0.287415342,1
04/04/2016 20:00,0,0.520672381,0.087079237,0.261237712,0.291959656,1
04/04/2016 21:00,0,0.525859958,0.087946828,0.263840483,0.294868516,1
04/04/2016 22:00,0,0.529288656,0.088520256,0.265560769,0.29679111,1
04/04/2016 23:00,0,0.533340755,0.089197945,0.267593834,0.299063267,1
05/04/2016 00:00,0,0.536791718,0.089775097,0.26932529,0.300998345,1
05/04/2016 01:00,0,0.53779361,0.089942657,0.269827971,0.301560142,1
05/04/2016 02:00,0,0.536947568,0.089801162,0.269403485,0.301085736,1
05/04/2016 03:00,0,0.536435489,0.08971552,0.269146559,0.300798595,1
05/04/2016 04:00,0,0.528843371,0.088445785,0.265337355,0.296541422,1
05/04/2016 05:00,0,0.503172659,0.084152517,0.252457551,0.282146935,1
05/04/2016 06:00,0.080048551,0.469865301,0.078582067,0.235746202,0.263470306,1
05/04/2016 07:00,0.074575178,0.437737949,0.073208966,0.219626899,0.245455349,1
05/04/2016 08:00,0.069648005,0.408816654,0.068372058,0.205116175,0.229238142,1
05/04/2016 09:00,-0.018625351,0.213059856,0.007913149,-0.058030811,0.074709659,1
05/04/2016 10:00,-0.09506077,0.044975181,-0.044322495,-0.285902355,-0.058496593,1
05/04/2016 11:00,-0.13669107,-0.049480275,-0.073008829,-0.409983166,-0.132274101,1
05/04/2016 12:00,-0.151315348,-0.083264955,-0.083135071,-0.453565476,-0.158445958,1
05/04/2016 13:00,-0.130085599,-0.037875817,-0.068732061,-0.39026194,-0.12199501,1
05/04/2016 14:00,-0.072960577,0.086772723,-0.029772027,-0.219949545,-0.022851536,1
05/04/2016 15:00,0.007614107,0.26556204,0.025422572,0.020246304,0.118244305,1
05/04/2016 16:00,0.071040055,0.416987643,0.069738606,0.209215818,0.233819909,1
05/04/2016 17:00,0.0737445,0.432862073,0.072393506,0.217180518,0.24272127,1
05/04/2016 18:00,0.075053103,0.440543248,0.073678135,0.221034406,0.247028381,1
05/04/2016 19:00,0.076437566,0.448669709,0.075037236,0.225111707,0.251585178,1
05/04/2016 20:00,0,0.4552822,0.076143134,0.228429401,0.255293039,1
05/04/2016 21:00,0,0.45741957,0.076500596,0.229501787,0.256491539,1
05/04/2016 22:00,0,0.456395414,0.076329312,0.228987936,0.255917257,1
05/04/2016 23:00,0,0.45096293,0.075420763,0.226262288,0.252871069,1
06/04/2016 00:00,0,0.44648781,0.074672326,0.224016979,0.250361709,1
06/04/2016 01:00,0,0.442324391,0.07397602,0.221928061,0.248027131,1
06/04/2016 02:00,0,0.440632306,0.073693029,0.221079088,0.247078318,1
06/04/2016 03:00,0,0.437159078,0.073112154,0.219336461,0.245130755,1
06/04/2016 04:00,0,0.412356674,0.068964105,0.206892315,0.231223158,1
06/04/2016 05:00,0,0.372637204,0.062321269,0.186963807,0.208951029,1
06/04/2016 06:00,0.056751631,0.333118112,0.055711945,0.167135836,0.186791258,1
06/04/2016 07:00,0.051054468,0.299677168,0.050119154,0.150357462,0.168039723,1
06/04/2016 08:00,0.009527108,0.194841384,0.020641262,0.02668811,0.089966709,1
06/04/2016 09:00,-0.08416488,-0.011683764,-0.043427475,-0.252624378,-0.073520882,1
06/04/2016 10:00,-0.180202805,-0.225408408,-0.109265243,-0.538910519,-0.241957758,1
06/04/2016 11:00,-0.188384517,-0.255037239,-0.115802212,-0.563187354,-0.26112581,1
06/04/2016 12:00,-0.209972606,-0.305142633,-0.130769323,-0.627520455,-0.299858553,1
06/04/2016 13:00,-0.174292891,-0.22669035,-0.106386678,-0.52115094,-0.237682219,1
06/04/2016 14:00,-0.114997479,-0.093421718,-0.065630774,-0.344406044,-0.133133184,1
06/04/2016 15:00,-0.027644019,0.105996792,-0.005338584,-0.084057526,0.022190469,1
06/04/2016 16:00,0.050212411,0.294734498,0.049292523,0.147877569,0.165268191,1
06/04/2016 17:00,0.054069944,0.317377268,0.053079386,0.159238159,0.177964803,1
06/04/2016 18:00,0.05743438,0.337125682,0.056382186,0.169146559,0.189038446,1
06/04/2016 19:00,0.061166743,0.35903373,0.060046172,0.180138517,0.201323074,1
06/04/2016 20:00,0,0.380296115,0.063602175,0.190806524,0.213245655,1
06/04/2016 21:00,0,0.401313592,0.067117218,0.201351653,0.225030907,1
