,NL -> BE,DE -> BE,FR -> BE,UK -> BE
2020-03-26 3:00,0,0,0,1800
2020-03-26 4:00,0,0,0,2215
2020-03-26 5:00,0,0,0,2216
2020-03-26 6:00,0,0,0,2119
2020-03-26 7:00,0,0,0,0
2020-03-26 8:00,166,3799,0,0
2020-03-26 9:00,310,3866,0,0
2020-03-26 10:00,61,2520,0,0
2020-03-26 11:00,142,0,0,0
2020-03-26 12:00,51,0,0,0
2020-03-26 13:00,53,0,0,0
2020-03-26 14:00,0,0,0,0
2020-03-26 15:00,0,0,0,0
2020-03-26 16:00,0,0,0,0
2020-03-26 17:00,0,0,451,0
2020-03-26 18:00,0,0,393,0
2020-03-26 19:00,0,0,307,0
2020-03-26 20:00,552,0,0,0
2020-03-26 21:00,849,0,0,0
2020-03-26 22:00,620,363,0,0
2020-03-26 23:00,242,3863,0,0
2020-03-27 0:00,92,2049,0,0
2020-03-27 1:00,0,1349,0,0
2020-03-27 2:00,0,298,0,0
2020-03-27 3:00,0,3865,0,0
2020-03-27 4:00,0,3361,0,0
2020-03-27 5:00,1,0,0,0
2020-03-27 6:00,0,37,0,0
2020-03-27 7:00,0,3625,0,0
2020-03-27 8:00,329,0,0,0
2020-03-27 9:00,990,0,0,0
2020-03-27 10:00,1041,0,0,0
2020-03-27 11:00,818,0,0,0
2020-03-27 12:00,0,0,0,0
2020-03-27 13:00,258,0,0,0
2020-03-27 14:00,0,2752,0,0
2020-03-27 15:00,79,34,0,0
2020-03-27 16:00,165,814,0,0
2020-03-27 17:00,0,913,0,0
2020-03-27 18:00,0,0,18,0
2020-03-27 19:00,0,1770,0,0
2020-03-27 20:00,563,1481,0,0
2020-03-27 21:00,106,2666,0,0
2020-03-27 22:00,830,595,0,0
2020-03-27 23:00,512,3438,0,0
2020-03-28 0:00,38,2753,0,1434
2020-03-28 1:00,18,15,0,2098
2020-03-28 2:00,0,0,0,0
2020-03-28 3:00,0,0,0,1903
2020-03-28 4:00,0,0,0,2649
2020-03-28 5:00,0,0,0,2652
2020-03-28 6:00,0,0,0,2630
2020-03-28 7:00,0,0,0,2346
2020-03-28 8:00,0,0,0,312
2020-03-28 9:00,608,0,0,0
2020-03-28 10:00,486,0,0,0
2020-03-28 11:00,676,0,0,0
2020-03-28 12:00,1151,0,0,0
2020-03-28 13:00,1814,0,0,0
2020-03-28 14:00,1219,0,0,0
2020-03-28 15:00,509,0,0,0
2020-03-28 16:00,627,0,0,0
2020-03-28 17:00,137,0,0,0
2020-03-28 18:00,22,0,0,0
2020-03-28 19:00,0,3639,0,0
2020-03-28 20:00,436,2559,0,0
2020-03-28 21:00,492,3131,0,0
2020-03-28 22:00,71,2729,0,0
2020-03-28 23:00,32,1955,0,0
2020-03-29 0:00,0,3872,0,0
2020-03-29 1:00,0,673,0,2547
2020-03-29 2:00,0,2162,0,1919
2020-03-29 3:00,0,3848,0,2343
2020-03-29 4:00,0,1878,0,2622
2020-03-29 5:00,0,852,0,2608
2020-03-29 6:00,0,0,0,2606
2020-03-29 7:00,0,0,0,1496
2020-03-29 8:00,0,2220,0,0
2020-03-29 9:00,1360,0,0,0
2020-03-29 10:00,1515,0,0,0
2020-03-29 11:00,1516,0,0,0
2020-03-29 12:00,1637,0,0,0
2020-03-29 13:00,1320,0,0,0
2020-03-29 14:00,833,0,0,0
2020-03-29 15:00,0,2378,0,0
2020-03-29 16:00,0,0,0,0
2020-03-29 17:00,16,0,0,0
2020-03-29 18:00,328,0,0,0
2020-03-29 19:00,28,0,0,0
2020-03-29 20:00,309,0,0,0
2020-03-29 21:00,601,0,0,0
2020-03-29 22:00,945,0,0,0
2020-03-29 23:00,1032,0,0,0
2020-03-30 0:00,562,0,0,0
2020-03-30 1:00,478,0,0,0
2020-03-30 2:00,334,0,0,0
2020-03-30 3:00,261,0,212,0
2020-03-30 4:00,73,0,124,0
2020-03-30 5:00,0,0,190,0
2020-03-30 6:00,197,0,978,0
2020-03-30 7:00,263,0,367,0
2020-03-30 8:00,456,613,10,0
2020-03-30 9:00,609,352,0,0
2020-03-30 10:00,737,3475,0,0
2020-03-30 11:00,1089,2760,0,0
2020-03-30 12:00,1275,0,0,0
2020-03-30 13:00,1141,0,0,0
2020-03-30 14:00,944,0,0,0
2020-03-30 15:00,742,0,0,0
2020-03-30 16:00,355,0,330,0
2020-03-30 17:00,0,0,1088,0
2020-03-30 18:00,32,0,1788,0
2020-03-30 19:00,0,0,2265,0
2020-03-30 20:00,0,0,2210,0
2020-03-30 21:00,15,0,1758,0
2020-03-30 22:00,246,0,1634,0
2020-03-30 23:00,770,0,729,0
2020-03-31 0:00,965,0,141,0
2020-03-31 1:00,821,0,10,0
2020-03-31 2:00,414,0,381,0
2020-03-31 3:00,0,0,874,0
2020-03-31 4:00,0,0,1178,0
2020-03-31 5:00,0,0,1466,0
2020-03-31 6:00,0,0,1945,0
2020-03-31 7:00,0,0,2061,0
2020-03-31 8:00,78,0,1194,0
2020-03-31 9:00,528,0,147,0
2020-03-31 10:00,1248,0,0,0
2020-03-31 11:00,1722,0,0,0
2020-03-31 12:00,1275,0,0,0
2020-03-31 13:00,1099,0,0,0
2020-03-31 14:00,628,0,0,0
2020-03-31 15:00,339,0,242,0
2020-03-31 16:00,49,0,458,0
2020-03-31 17:00,0,0,1390,0
2020-03-31 18:00,0,0,2121,0
2020-03-31 19:00,0,0,2198,0
2020-03-31 20:00,0,0,2332,0
2020-03-31 21:00,17,0,1898,0
2020-03-31 22:00,408,0,1574,0
2020-03-31 23:00,517,0,679,0
2020-04-01 0:00,170,0,1410,0
2020-04-01 1:00,0,0,1405,0
2020-04-01 2:00,0,0,1143,0
2020-04-01 3:00,0,0,1829,0
2020-04-01 4:00,8,0,1926,0
2020-04-01 5:00,300,0,1494,0
2020-04-01 6:00,368,0,1637,0
2020-04-01 7:00,282,0,942,0
2020-04-01 8:00,553,0,461,0
2020-04-01 9:00,1015,0,0,0
2020-04-01 10:00,1096,0,0,0
2020-04-01 11:00,1339,0,0,0
2020-04-01 12:00,1625,0,0,0
2020-04-01 13:00,1659,0,0,0
2020-04-01 14:00,1480,0,0,0
2020-04-01 15:00,1245,0,0,0
2020-04-01 16:00,603,0,0,0
2020-04-01 17:00,89,0,0,0
2020-04-01 18:00,94,0,76,0
2020-04-01 19:00,0,0,16,0
2020-04-01 20:00,0,0,291,0
2020-04-01 21:00,0,0,35,0
2020-04-01 22:00,100,0,49,0
2020-04-01 23:00,9,0,2,0
2020-04-02 0:00,0,0,163,0
2020-04-02 1:00,0,10,453,0
2020-04-02 2:00,0,0,450,0
2020-04-02 3:00,0,0,942,0
2020-04-02 4:00,0,0,984,0
2020-04-02 5:00,0,12,698,0
2020-04-02 6:00,0,2005,522,0
2020-04-02 7:00,66,2408,733,0
2020-04-02 8:00,17,3098,735,0
2020-04-02 9:00,159,3358,112,0
2020-04-02 10:00,30,2959,0,0
2020-04-02 11:00,0,3043,14,0
2020-04-02 12:00,7,3392,0,0
2020-04-02 13:00,0,3434,0,0
2020-04-02 14:00,0,3238,0,0
2020-04-02 15:00,0,3186,0,0
2020-04-02 16:00,0,2150,338,0
2020-04-02 17:00,0,2100,876,0
2020-04-02 18:00,0,1260,971,0
2020-04-02 19:00,0,0,420,0
2020-04-02 20:00,0,1483,176,0
2020-04-02 21:00,0,1308,378,0
2020-04-02 22:00,252,399,179,0
2020-04-02 23:00,551,2256,0,0
2020-04-03 0:00,290,1363,0,0
2020-04-03 1:00,0,700,25,0
2020-04-03 2:00,0,5,0,0
2020-04-03 3:00,0,0,261,0
2020-04-03 4:00,0,0,395,0
2020-04-03 5:00,0,0,731,0
2020-04-03 6:00,0,0,868,0
2020-04-03 7:00,0,0,1285,0
2020-04-03 8:00,0,0,1747,0
2020-04-03 9:00,0,0,1572,0
2020-04-03 10:00,0,0,1465,0
2020-04-03 11:00,17,0,733,0
2020-04-03 12:00,195,0,24,0
2020-04-03 13:00,52,0,216,0
2020-04-03 14:00,0,0,756,0
2020-04-03 15:00,0,0,1576,0
2020-04-03 16:00,0,0,2156,0
2020-04-03 17:00,0,0,2132,0
2020-04-03 18:00,0,0,2127,0
2020-04-03 19:00,0,0,2017,0
2020-04-03 20:00,0,0,1908,0
2020-04-03 21:00,0,0,1832,0
2020-04-03 22:00,0,0,2064,0
2020-04-03 23:00,0,0,2176,0
2020-04-04 0:00,0,0,2245,0
2020-04-04 1:00,0,0,2471,0
2020-04-04 2:00,0,0,2403,0
2020-04-04 3:00,0,0,2853,0
2020-04-04 4:00,0,0,2659,0
2020-04-04 5:00,0,0,2919,0
2020-04-04 6:00,0,0,2677,0
2020-04-04 7:00,0,220,2322,0
2020-04-04 8:00,0,1072,2153,0
2020-04-04 9:00,0,845,1818,0
2020-04-04 10:00,0,3857,783,0
2020-04-04 11:00,0,3976,502,0
2020-04-04 12:00,270,4006,0,0
2020-04-04 13:00,6,4008,0,0
2020-04-04 14:00,251,4002,0,0
2020-04-04 15:00,76,3712,0,0
2020-04-04 16:00,38,2540,0,0
2020-04-04 17:00,0,1188,226,0
2020-04-04 18:00,0,1287,257,0
2020-04-04 19:00,59,1682,0,0
2020-04-04 20:00,433,1927,0,0
2020-04-04 21:00,296,2405,0,0
2020-04-04 22:00,485,3831,0,0
2020-04-04 23:00,720,3964,0,0
2020-04-05 0:00,579,2005,0,0
2020-04-05 1:00,574,0,0,0
2020-04-05 2:00,420,0,0,0
2020-04-05 3:00,304,0,0,0
2020-04-05 4:00,17,0,0,0
2020-04-05 5:00,188,0,0,0
2020-04-05 6:00,168,340,0,0
2020-04-05 7:00,19,0,0,0
2020-04-05 8:00,112,0,0,0
2020-04-05 9:00,100,195,0,0
2020-04-05 10:00,58,878,0,0
2020-04-05 11:00,302,1719,0,0
2020-04-05 12:00,354,2094,0,0
2020-04-05 13:00,0,2041,0,0
2020-04-05 14:00,0,1110,0,0
2020-04-05 15:00,0,260,0,0
2020-04-05 16:00,451,0,0,0
2020-04-05 17:00,53,0,0,0
2020-04-05 18:00,110,0,0,0
2020-04-05 19:00,499,965,0,0
2020-04-05 20:00,546,706,0,0
2020-04-05 21:00,733,378,0,0
2020-04-05 22:00,989,365,0,0
2020-04-05 23:00,710,1579,0,0
2020-04-06 0:00,265,3955,0,0
2020-04-06 1:00,245,4008,0,0
2020-04-06 2:00,38,4007,0,0
2020-04-06 3:00,95,4008,0,0
2020-04-06 4:00,172,4008,0,0
2020-04-06 5:00,135,4008,0,0
2020-04-06 6:00,216,3968,0,0
2020-04-06 7:00,273,3181,0,0
2020-04-06 8:00,559,3368,0,0
2020-04-06 9:00,1100,3641,0,0
2020-04-06 10:00,514,3089,0,0
2020-04-06 11:00,487,2029,0,0
2020-04-06 12:00,553,2772,0,0
2020-04-06 13:00,401,3049,0,0
2020-04-06 14:00,189,2816,0,0
2020-04-06 15:00,0,2139,194,0
2020-04-06 16:00,0,1752,24,0
2020-04-06 17:00,0,1027,340,0
2020-04-06 18:00,150,1926,0,0
2020-04-06 19:00,74,1710,0,0
2020-04-06 20:00,24,1104,0,0
2020-04-06 21:00,562,979,0,0
2020-04-06 22:00,938,3951,0,0
2020-04-06 23:00,1531,4008,0,0
2020-04-07 0:00,1129,4007,0,0
2020-04-07 1:00,852,4008,0,0
2020-04-07 2:00,518,3987,0,0
2020-04-07 3:00,495,3043,0,0
2020-04-07 4:00,65,3968,0,0
2020-04-07 5:00,297,3346,0,0
2020-04-07 6:00,233,3267,0,0
2020-04-07 7:00,1178,23,0,0
2020-04-07 8:00,1703,0,0,0
2020-04-07 9:00,2023,0,0,0
2020-04-07 10:00,2222,0,0,0
2020-04-07 11:00,1145,1133,0,0
2020-04-07 12:00,775,2036,0,0
2020-04-07 13:00,66,3920,0,0
2020-04-07 14:00,3,3962,0,0
2020-04-07 15:00,0,4008,0,0
2020-04-07 16:00,0,4006,0,0
2020-04-07 17:00,0,3945,0,0
2020-04-07 18:00,12,3945,0,0
2020-04-07 19:00,355,3915,0,0
2020-04-07 20:00,628,2765,0,0
2020-04-07 21:00,771,3260,0,0
2020-04-07 22:00,539,3974,0,0
2020-04-07 23:00,395,3936,0,0
2020-04-08 0:00,814,3634,0,0
2020-04-08 1:00,680,3903,0,0
2020-04-08 2:00,723,2466,0,0
2020-04-08 3:00,875,1686,0,0
2020-04-08 4:00,1259,0,0,0
2020-04-08 5:00,1371,0,0,414
2020-04-08 6:00,1701,0,0,1834
2020-04-08 7:00,1099,0,0,2504
2020-04-08 8:00,304,1226,0,0
2020-04-08 9:00,415,2484,0,0
2020-04-08 10:00,659,1714,0,0
2020-04-08 11:00,1246,0,0,0
2020-04-08 12:00,1245,0,0,0
2020-04-08 13:00,1280,0,0,0
2020-04-08 14:00,1146,0,0,0
2020-04-08 15:00,665,0,0,0
2020-04-08 16:00,644,0,0,0
2020-04-08 17:00,389,0,0,0
2020-04-08 18:00,29,0,0,0
2020-04-08 19:00,430,0,0,0
2020-04-08 20:00,586,0,0,0
2020-04-08 21:00,600,0,0,0
2020-04-08 22:00,482,1254,0,0
2020-04-08 23:00,680,0,0,0
2020-04-09 0:00,225,3793,0,0
2020-04-09 1:00,576,4004,0,0
2020-04-09 2:00,778,4008,0,0
2020-04-09 3:00,686,4007,0,0
2020-04-09 4:00,645,4008,0,0
2020-04-09 5:00,304,4007,0,0
2020-04-09 6:00,840,4004,0,0
2020-04-09 7:00,1096,4004,0,0
2020-04-09 8:00,1438,4007,0,0
2020-04-09 9:00,1160,4002,0,0
2020-04-09 10:00,899,3813,0,0
2020-04-09 11:00,956,4002,0,0
2020-04-09 12:00,1113,4007,0,0
2020-04-09 13:00,992,4006,0,0
2020-04-09 14:00,584,4007,0,0
2020-04-09 15:00,400,4007,0,0
2020-04-09 16:00,848,3973,0,0
2020-04-09 17:00,914,2419,0,0
2020-04-09 18:00,917,1817,109,0
2020-04-09 19:00,823,104,371,0
2020-04-09 20:00,512,1888,390,0
2020-04-09 21:00,1360,1760,0,0
2020-04-09 22:00,1316,2711,0,0
2020-04-09 23:00,1192,2823,0,0
2020-04-10 0:00,1394,3678,0,0
2020-04-10 1:00,1305,2897,0,0
2020-04-10 2:00,1277,3963,0,0
2020-04-10 3:00,1172,3356,0,0
2020-04-10 4:00,1579,774,0,0
2020-04-10 5:00,1434,1596,0,0
2020-04-10 6:00,574,3714,0,0
2020-04-10 7:00,923,1358,0,0
2020-04-10 8:00,1006,1394,0,0
2020-04-10 9:00,963,2651,0,0
2020-04-10 10:00,1169,2641,0,0
2020-04-10 11:00,1227,3070,0,0
2020-04-10 12:00,1391,3954,0,0
2020-04-10 13:00,1457,2624,0,0
2020-04-10 14:00,1329,2736,0,0
2020-04-10 15:00,963,3393,0,0
2020-04-10 16:00,792,3057,0,0
2020-04-10 17:00,541,1458,0,0
2020-04-10 18:00,1401,0,0,0
2020-04-10 19:00,1427,344,0,0
2020-04-10 20:00,1601,2213,0,0
2020-04-10 21:00,1657,3451,0,0
2020-04-10 22:00,1845,3844,0,0
2020-04-10 23:00,1766,4004,0,0
2020-04-11 0:00,1376,3938,0,0
2020-04-11 1:00,1437,3896,0,0
2020-04-11 2:00,1050,3978,0,0
2020-04-11 3:00,909,3996,0,0
2020-04-11 4:00,898,3990,0,0
2020-04-11 5:00,753,3863,0,0
2020-04-11 6:00,830,3955,0,0
2020-04-11 7:00,836,3795,0,0
2020-04-11 8:00,1034,3983,0,0
2020-04-11 9:00,1148,3928,0,0
2020-04-11 10:00,860,3984,0,0
2020-04-11 11:00,804,4007,0,0
2020-04-11 12:00,812,3993,0,0
2020-04-11 13:00,937,3979,0,0
2020-04-11 14:00,944,3513,0,0
2020-04-11 15:00,788,2404,0,0
2020-04-11 16:00,297,2131,0,0
2020-04-11 17:00,268,1990,0,0
2020-04-11 18:00,717,1878,0,0
2020-04-11 19:00,1003,2359,0,0
2020-04-11 20:00,1115,2808,0,0
2020-04-11 21:00,1145,3373,0,0
2020-04-11 22:00,1504,3034,0,0
2020-04-11 23:00,1757,2906,0,0
2020-04-12 0:00,1189,3113,0,0
2020-04-12 1:00,1154,3526,0,0
2020-04-12 2:00,996,3635,0,0
2020-04-12 3:00,1110,3585,0,0
2020-04-12 4:00,1243,3488,0,0
2020-04-12 5:00,1219,3422,0,0
2020-04-12 6:00,1286,3072,0,0
2020-04-12 7:00,1192,101,0,0
2020-04-12 8:00,933,742,0,0
2020-04-12 9:00,1374,61,0,0
2020-04-12 10:00,1269,213,0,0
2020-04-12 11:00,1499,1,0,0
2020-04-12 12:00,1534,0,0,0
2020-04-12 13:00,1456,0,0,0
2020-04-12 14:00,1412,0,0,0
2020-04-12 15:00,1253,0,0,0
2020-04-12 16:00,1513,987,0,0
2020-04-12 17:00,1251,2917,0,0
2020-04-12 18:00,1770,1171,0,0
2020-04-12 19:00,1698,1944,0,0
2020-04-12 20:00,1511,2450,0,0
2020-04-12 21:00,1653,3802,0,0
2020-04-12 22:00,1881,3919,0,0
2020-04-12 23:00,1670,4005,0,0
2020-04-13 0:00,1107,3974,0,0
2020-04-13 1:00,1179,3746,0,0
2020-04-13 2:00,1004,4002,0,0
2020-04-13 3:00,1016,3987,0,0
2020-04-13 4:00,1118,3004,0,0
2020-04-13 5:00,996,3442,0,0
2020-04-13 6:00,1277,3023,0,0
2020-04-13 7:00,1171,1570,0,0
2020-04-13 8:00,1331,385,0,0
2020-04-13 9:00,1915,0,0,0
2020-04-13 10:00,1472,0,0,0
2020-04-13 11:00,1250,0,0,0
2020-04-13 12:00,1305,0,0,0
2020-04-13 13:00,1526,0,0,0
2020-04-13 14:00,830,903,0,0
2020-04-13 15:00,614,2879,0,0
2020-04-13 16:00,395,3265,0,0
2020-04-13 17:00,1096,92,0,0
2020-04-13 18:00,531,3711,0,0
2020-04-13 19:00,405,3866,0,0
2020-04-13 20:00,885,2234,0,0
2020-04-13 21:00,753,3528,0,0
2020-04-13 22:00,996,3226,0,0
2020-04-13 23:00,730,3821,0,0
2020-04-14 0:00,308,4004,0,0
2020-04-14 1:00,354,3980,0,0
2020-04-14 2:00,503,3487,0,0
2020-04-14 3:00,243,3966,0,0
2020-04-14 4:00,476,2536,0,0
2020-04-14 5:00,890,465,0,0
2020-04-14 6:00,897,0,0,0
2020-04-14 7:00,373,273,0,0
2020-04-14 8:00,1121,0,0,0
2020-04-14 9:00,1427,64,0,0
2020-04-14 10:00,1240,0,0,0
2020-04-14 11:00,1567,0,0,0
2020-04-14 12:00,1918,0,0,0
2020-04-14 13:00,2052,0,0,0
2020-04-14 14:00,1711,0,0,0
2020-04-14 15:00,1688,0,0,0
2020-04-14 16:00,1488,0,0,0
2020-04-14 17:00,1162,0,0,0
2020-04-14 18:00,695,0,0,0
2020-04-14 19:00,239,0,0,0
2020-04-14 20:00,135,0,0,0
2020-04-14 21:00,281,163,0,0
2020-04-14 22:00,404,1755,0,0
2020-04-14 23:00,758,1079,0,0
2020-04-15 0:00,460,3730,0,0
2020-04-15 1:00,398,3789,0,0
2020-04-15 2:00,385,3086,0,0
2020-04-15 3:00,150,3915,0,0
2020-04-15 4:00,254,3599,0,0
2020-04-15 5:00,362,2036,0,0
2020-04-15 6:00,0,1575,0,379
2020-04-15 7:00,0,3,0,2186
2020-04-15 8:00,88,1695,0,0
2020-04-15 9:00,835,2252,0,0
2020-04-15 10:00,858,1564,0,0
2020-04-15 11:00,764,224,0,0
2020-04-15 12:00,1017,0,0,0
2020-04-15 13:00,748,0,0,0
2020-04-15 14:00,275,445,0,0
2020-04-15 15:00,47,44,0,0
2020-04-15 16:00,0,1783,0,0
2020-04-15 17:00,402,1228,0,0
2020-04-15 18:00,26,3761,0,0
2020-04-15 19:00,171,3741,0,0
2020-04-15 20:00,437,3527,0,0
2020-04-15 21:00,596,2961,0,0
2020-04-15 22:00,885,1791,0,0
2020-04-15 23:00,729,2395,0,0
2020-04-16 0:00,309,3307,0,0
2020-04-16 1:00,507,3915,0,0
2020-04-16 2:00,536,3797,0,0
2020-04-16 3:00,494,3748,0,0
2020-04-16 4:00,625,3204,0,0
2020-04-16 5:00,845,2580,0,0
2020-04-16 6:00,830,764,0,0
2020-04-16 7:00,550,1585,0,0
2020-04-16 8:00,843,3292,0,0
2020-04-16 9:00,2120,0,0,0
2020-04-16 10:00,2332,0,0,0
2020-04-16 11:00,1978,0,0,0
2020-04-16 12:00,1719,0,0,0
2020-04-16 13:00,1607,0,0,0
2020-04-16 14:00,1643,0,0,0
2020-04-16 15:00,1170,0,0,0
2020-04-16 16:00,1092,0,0,0
2020-04-16 17:00,1042,0,0,0
2020-04-16 18:00,1051,0,0,0
2020-04-16 19:00,397,1999,0,0
2020-04-16 20:00,447,3086,0,0
2020-04-16 21:00,1606,0,0,0
2020-04-16 22:00,1832,0,0,0
2020-04-16 23:00,1765,0,0,0
2020-04-17 0:00,1824,1911,0,0
2020-04-17 1:00,1929,868,0,0
2020-04-17 2:00,1710,788,0,0
2020-04-17 3:00,1182,2050,0,0
2020-04-17 4:00,1030,2190,0,0
2020-04-17 5:00,1170,2290,0,0
2020-04-17 6:00,922,3163,0,0
2020-04-17 7:00,1124,2575,0,0
2020-04-17 8:00,1116,2248,0,0
2020-04-17 9:00,1552,0,0,0
2020-04-17 10:00,1763,0,0,0
2020-04-17 11:00,1881,0,0,0
2020-04-17 12:00,1633,0,0,0
2020-04-17 13:00,1232,0,0,0
2020-04-17 14:00,993,0,0,0
2020-04-17 15:00,431,0,0,0
2020-04-17 16:00,254,0,0,0
2020-04-17 17:00,0,0,0,0
2020-04-17 18:00,462,0,0,0
2020-04-17 19:00,504,24,0,0
2020-04-17 20:00,708,0,0,0
2020-04-17 21:00,335,3911,0,0
2020-04-17 22:00,748,3833,0,0
2020-04-17 23:00,1310,2551,0,0
2020-04-18 0:00,900,3836,0,0
2020-04-18 1:00,1522,957,0,0
2020-04-18 2:00,1504,3,0,0
2020-04-18 3:00,942,1335,0,0
2020-04-18 4:00,505,3710,0,0
2020-04-18 5:00,399,3952,0,0
2020-04-18 6:00,885,2579,0,0
2020-04-18 7:00,945,2119,0,0
2020-04-18 8:00,1129,588,0,0
2020-04-18 9:00,1834,0,0,0
2020-04-18 10:00,1549,0,0,0
2020-04-18 11:00,1681,0,0,0
2020-04-18 12:00,1999,0,0,0
2020-04-18 13:00,1513,0,0,0
2020-04-18 14:00,771,0,0,0
2020-04-18 15:00,401,0,0,0
2020-04-18 16:00,251,0,0,0
2020-04-18 17:00,37,0,0,0
2020-04-18 18:00,539,0,0,0
2020-04-18 19:00,508,352,0,0
2020-04-18 20:00,837,1295,0,0
2020-04-18 21:00,1311,1189,0,0
2020-04-18 22:00,1421,881,0,0
2020-04-18 23:00,1913,231,0,0
2020-04-19 0:00,2154,0,0,0
2020-04-19 1:00,2292,0,0,0
2020-04-19 2:00,2334,0,0,0
2020-04-19 3:00,1796,0,0,0
2020-04-19 4:00,1729,0,0,0
2020-04-19 5:00,1497,251,0,0
2020-04-19 6:00,933,0,0,1108
2020-04-19 7:00,408,0,0,2434
2020-04-19 8:00,888,0,0,0
2020-04-19 9:00,1115,468,0,0
2020-04-19 10:00,1461,0,0,0
2020-04-19 11:00,1008,0,0,0
2020-04-19 12:00,1093,0,0,0
2020-04-19 13:00,1188,0,0,0
2020-04-19 14:00,1363,0,0,0
2020-04-19 15:00,1053,0,0,0
2020-04-19 16:00,999,0,0,0
2020-04-19 17:00,703,0,0,0
2020-04-19 18:00,698,0,0,0
2020-04-19 19:00,744,0,0,0
2020-04-19 20:00,1028,0,0,0
2020-04-19 21:00,536,3885,0,0
2020-04-19 22:00,784,3731,0,0
2020-04-19 23:00,626,3468,0,0
2020-04-20 0:00,1340,0,0,0
2020-04-20 1:00,1118,0,0,0
2020-04-20 2:00,736,67,0,0
2020-04-20 3:00,609,0,0,0
2020-04-20 4:00,785,0,0,0
2020-04-20 5:00,641,0,0,0
2020-04-20 6:00,12,0,0,2874
2020-04-20 7:00,167,0,0,282
2020-04-20 8:00,457,1762,0,0
2020-04-20 9:00,1509,900,0,0
2020-04-20 10:00,1912,0,0,0
2020-04-20 11:00,1230,0,0,0
2020-04-20 12:00,1510,0,0,0
2020-04-20 13:00,1061,0,0,0
2020-04-20 14:00,1152,0,0,0
2020-04-20 15:00,1570,0,0,0
2020-04-20 16:00,1395,0,0,0
2020-04-20 17:00,875,0,0,0
2020-04-20 18:00,780,0,0,0
2020-04-20 19:00,180,1165,0,0
2020-04-20 20:00,489,0,0,0
2020-04-20 21:00,452,1420,0,0
2020-04-20 22:00,816,1349,0,0
2020-04-20 23:00,1474,432,0,0
2020-04-21 0:00,1064,685,0,0
2020-04-21 1:00,1055,1,0,0
2020-04-21 2:00,851,1429,0,0
2020-04-21 3:00,761,1065,0,0
2020-04-21 4:00,638,1396,0,0
2020-04-21 5:00,797,43,0,0
2020-04-21 6:00,661,0,0,2731
2020-04-21 7:00,826,0,0,2819
2020-04-21 8:00,1420,0,0,0
2020-04-21 9:00,1544,0,0,0
2020-04-21 10:00,550,141,0,0
2020-04-21 11:00,0,1670,0,0
2020-04-21 12:00,0,389,0,0
2020-04-21 13:00,72,225,0,0
2020-04-21 14:00,51,1132,0,0
2020-04-21 15:00,0,2506,0,0
2020-04-21 16:00,54,1001,0,0
2020-04-21 17:00,195,358,0,0
2020-04-21 18:00,446,22,0,0
2020-04-21 19:00,569,25,0,0
2020-04-21 20:00,746,494,0,0
2020-04-21 21:00,548,2039,0,0
2020-04-21 22:00,543,1359,0,0
2020-04-21 23:00,296,1340,0,0
2020-04-22 0:00,0,3893,0,0
2020-04-22 1:00,0,2283,0,0
2020-04-22 2:00,0,2591,0,0
2020-04-22 3:00,0,2767,0,0
2020-04-22 4:00,0,1897,0,0
2020-04-22 5:00,0,1186,143,0
2020-04-22 6:00,0,2093,874,0
2020-04-22 7:00,0,1805,1415,0
2020-04-22 8:00,307,1927,574,0
2020-04-22 9:00,571,1430,0,0
2020-04-22 10:00,341,124,0,0
2020-04-22 11:00,116,0,0,0
2020-04-22 12:00,0,1424,0,0
2020-04-22 13:00,0,1321,0,0
2020-04-22 14:00,0,0,0,0
2020-04-22 15:00,17,0,0,0
2020-04-22 16:00,35,0,12,0
2020-04-22 17:00,187,478,0,0
2020-04-22 18:00,587,1843,0,0
2020-04-22 19:00,426,2102,0,0
2020-04-22 20:00,352,1212,11,0
2020-04-22 21:00,453,2969,0,0
2020-04-22 22:00,599,2973,0,0
2020-04-22 23:00,447,3176,0,0
2020-04-23 0:00,747,3661,0,0
2020-04-23 1:00,724,2740,0,0
2020-04-23 2:00,741,1467,0,0
2020-04-23 3:00,764,929,0,0
2020-04-23 4:00,778,350,0,0
2020-04-23 5:00,786,0,178,0
2020-04-23 6:00,10,0,1152,0
2020-04-23 7:00,0,1727,1007,0
2020-04-23 8:00,323,2241,148,0
2020-04-23 9:00,576,2507,0,0
2020-04-23 10:00,984,730,0,0
2020-04-23 11:00,1249,0,0,0
2020-04-23 12:00,1264,0,0,0
2020-04-23 13:00,1062,0,0,0
2020-04-23 14:00,385,0,0,0
2020-04-23 15:00,0,0,0,0
2020-04-23 16:00,0,0,10,0
2020-04-23 17:00,249,0,77,0
2020-04-23 18:00,513,0,786,0
2020-04-23 19:00,351,0,1079,0
2020-04-23 20:00,272,0,845,0
2020-04-23 21:00,493,0,132,0
2020-04-23 22:00,748,0,143,0
2020-04-23 23:00,932,381,0,0
2020-04-24 0:00,854,84,383,0
2020-04-24 1:00,917,0,322,0
2020-04-24 2:00,466,598,295,0
2020-04-24 3:00,581,0,429,0
2020-04-24 4:00,443,0,551,0
2020-04-24 5:00,577,0,519,0
2020-04-24 6:00,682,0,710,0
2020-04-24 7:00,513,482,748,0
2020-04-24 8:00,654,1618,425,0
2020-04-24 9:00,805,1363,55,0
2020-04-24 10:00,29,657,311,0
